lead_variant	distance	gene	chrom	start	end	extreme_pLI	brain_enriched_expression	neurodevelopmental_disorder	PsyOPS_score
rs3822346	258161	EIF4EBP3	chr5	139927247	139929161	False	False	False	0.08173142683443342
rs3822346	267881	ANKHD1	chr5	139781399	139919441	True	False	False	0.19588246972726464
rs3822346	286869	PCDHB2	chr5	140474191	140478287	False	False	False	0.08173142683443342
rs3822346	292735	PCDHB3	chr5	140480057	140483411	False	False	False	0.08173142683443342
rs3822346	314078	PCDHB4	chr5	140501400	140505205	False	False	False	0.08173142683443342
rs3822346	327466	PCDHB5	chr5	140514788	140518197	False	False	False	0.08173142683443342
rs3822346	342316	PCDHB6	chr5	140529638	140532868	False	False	False	0.08173142683443342
rs3822346	364903	PCDHB7	chr5	140552225	140555964	False	False	False	0.08173142683443342
rs3822346	370049	PCDHB8	chr5	140557371	140560120	False	False	False	0.08173142683443342
rs3822346	374640	PCDHB16	chr5	140561962	140565801	False	False	False	0.08173142683443342
rs3822346	379379	PCDHB9	chr5	140566701	140571114	False	True	False	0.18195635193630075
rs3822346	384604	PCDHB10	chr5	140571926	140575220	False	False	False	0.08173142683443342
rs3822346	391861	PCDHB11	chr5	140579183	140583352	False	False	False	0.08173142683443342
rs3822346	400947	PCDHB12	chr5	140588269	140592143	False	False	False	0.08173142683443342
rs3822346	406169	PCDHB13	chr5	140593491	140598551	False	False	False	0.08173142683443342
rs3822346	415593	PCDHB14	chr5	140602915	140607331	False	False	False	0.08173142683443342
rs3822346	432596	SLC4A9	chr5	139739779	139754726	False	False	False	0.08173142683443342
rs3822346	437641	PCDHB15	chr5	140624963	140628933	False	False	False	0.08173142683443342
rs3822346	452130	TAF7	chr5	140639452	140700351	False	False	False	0.08173142683443342
rs3822346	461134	HBEGF	chr5	139712428	139726188	False	False	False	0.08173142683443342
rs3822346	494880	SLC25A2	chr5	140682202	140683616	False	False	False	0.08173142683443342
rs4151682	0	PCDHA5	chr5	140201189	140391932	False	True	True	0.45432907879947937
rs4151682	0	PCDHA4	chr5	140186659	140391929	False	True	True	0.45432907879947937
rs4151682	0	PCDHA3	chr5	140180613	140391932	False	True	True	0.45432907879947937
rs4151682	0	PCDHA2	chr5	140174437	140391932	False	True	True	0.45432907879947937
rs4151682	0	PCDHA1	chr5	140165721	140391932	False	True	True	0.45432907879947937
rs4151682	6299	PCDHA6	chr5	140207563	140391929	False	True	True	0.45432907879947937
rs4151682	19508	PCDHA8	chr5	140220772	140391932	False	True	True	0.45432907879947937
rs4151682	26093	PCDHA9	chr5	140227357	140391932	False	True	True	0.45432907879947937
rs4151682	34204	PCDHA10	chr5	140235468	140391932	False	True	True	0.45432907879947937
rs4151682	39077	AC005609.1	chr5	140240341	140243224	False	False	False	0.08173142683443342
rs4151682	46504	PCDHA11	chr5	140247768	140391932	False	True	True	0.45432907879947937
rs4151682	53623	PCDHA12	chr5	140254887	140391932	False	True	True	0.45432907879947937
rs4151682	60445	PCDHA13	chr5	140261709	140391932	False	True	True	0.45432907879947937
rs4151682	104620	PCDHAC1	chr5	140305884	140391932	False	False	True	0.24990917112601047
rs4151682	114993	ZMAT2	chr5	140078265	140086271	False	False	False	0.08173142683443342
rs4151682	122374	HARS2	chr5	140071015	140078890	False	False	True	0.24990917112601047
rs4151682	130142	HARS1	chr5	140052620	140071122	False	False	False	0.08173142683443342
rs4151682	144791	PCDHAC2	chr5	140346055	140391932	False	True	True	0.45432907879947937
rs4151682	147555	WDR55	chr5	140044453	140053709	False	False	False	0.08173142683443342
rs4151682	148103	DND1	chr5	140050379	140053161	False	True	False	0.18195635193630075
rs4151682	159199	IK	chr5	140026643	140042065	False	False	False	0.08173142683443342
rs4151682	173908	NDUFA2	chr5	140018325	140027356	False	False	False	0.08173142683443342
rs4151682	176271	TMCO6	chr5	140019020	140024993	False	False	False	0.08173142683443342
rs4151682	187978	CD14	chr5	140011313	140013286	False	False	False	0.08173142683443342
rs4151682	229695	PCDHB1	chr5	140430959	140438931	False	False	False	0.08173142683443342
rs4151682	252579	SLC35A4	chr5	139944031	139948685	False	False	False	0.08173142683443342
rs4151682	256898	APBB3	chr5	139937853	139944366	False	True	False	0.18195635193630075
rs4151682	264002	SRA1	chr5	139916925	139937262	False	False	False	0.08173142683443342
rs4151682	272103	EIF4EBP3	chr5	139927247	139929161	False	False	False	0.08173142683443342
rs4151682	272927	PCDHB2	chr5	140474191	140478287	False	False	False	0.08173142683443342
rs4151682	278793	PCDHB3	chr5	140480057	140483411	False	False	False	0.08173142683443342
rs4151682	281823	ANKHD1	chr5	139781399	139919441	True	False	False	0.19588246972726464
rs4151682	300136	PCDHB4	chr5	140501400	140505205	False	False	False	0.08173142683443342
rs4151682	313524	PCDHB5	chr5	140514788	140518197	False	False	False	0.08173142683443342
rs4151682	328374	PCDHB6	chr5	140529638	140532868	False	False	False	0.08173142683443342
rs4151682	350961	PCDHB7	chr5	140552225	140555964	False	False	False	0.08173142683443342
rs4151682	356107	PCDHB8	chr5	140557371	140560120	False	False	False	0.08173142683443342
rs4151682	360698	PCDHB16	chr5	140561962	140565801	False	False	False	0.08173142683443342
rs4151682	365437	PCDHB9	chr5	140566701	140571114	False	True	False	0.18195635193630075
rs4151682	370662	PCDHB10	chr5	140571926	140575220	False	False	False	0.08173142683443342
rs4151682	377919	PCDHB11	chr5	140579183	140583352	False	False	False	0.08173142683443342
rs4151682	387005	PCDHB12	chr5	140588269	140592143	False	False	False	0.08173142683443342
rs4151682	392227	PCDHB13	chr5	140593491	140598551	False	False	False	0.08173142683443342
rs4151682	401651	PCDHB14	chr5	140602915	140607331	False	False	False	0.08173142683443342
rs4151682	423699	PCDHB15	chr5	140624963	140628933	False	False	False	0.08173142683443342
rs4151682	438188	TAF7	chr5	140639452	140700351	False	False	False	0.08173142683443342
rs4151682	446538	SLC4A9	chr5	139739779	139754726	False	False	False	0.08173142683443342
rs4151682	475076	HBEGF	chr5	139712428	139726188	False	False	False	0.08173142683443342
rs4151682	480938	SLC25A2	chr5	140682202	140683616	False	False	False	0.08173142683443342
rs11958868	0	PCDHA5	chr5	140201189	140391932	False	True	True	0.45432907879947937
rs11958868	0	PCDHA4	chr5	140186659	140391929	False	True	True	0.45432907879947937
rs11958868	0	PCDHA3	chr5	140180613	140391932	False	True	True	0.45432907879947937
rs11958868	0	PCDHA2	chr5	140174437	140391932	False	True	True	0.45432907879947937
rs11958868	0	PCDHA1	chr5	140165721	140391932	False	True	True	0.45432907879947937
rs11958868	6143	PCDHA6	chr5	140207563	140391929	False	True	True	0.45432907879947937
rs11958868	19352	PCDHA8	chr5	140220772	140391932	False	True	True	0.45432907879947937
rs11958868	25937	PCDHA9	chr5	140227357	140391932	False	True	True	0.45432907879947937
rs11958868	34048	PCDHA10	chr5	140235468	140391932	False	True	True	0.45432907879947937
rs11958868	38921	AC005609.1	chr5	140240341	140243224	False	False	False	0.08173142683443342
rs11958868	46348	PCDHA11	chr5	140247768	140391932	False	True	True	0.45432907879947937
rs11958868	53467	PCDHA12	chr5	140254887	140391932	False	True	True	0.45432907879947937
rs11958868	60289	PCDHA13	chr5	140261709	140391932	False	True	True	0.45432907879947937
rs11958868	104464	PCDHAC1	chr5	140305884	140391932	False	False	True	0.24990917112601047
rs11958868	115149	ZMAT2	chr5	140078265	140086271	False	False	False	0.08173142683443342
rs11958868	122530	HARS2	chr5	140071015	140078890	False	False	True	0.24990917112601047
rs11958868	130298	HARS1	chr5	140052620	140071122	False	False	False	0.08173142683443342
rs11958868	144635	PCDHAC2	chr5	140346055	140391932	False	True	True	0.45432907879947937
rs11958868	147711	WDR55	chr5	140044453	140053709	False	False	False	0.08173142683443342
rs11958868	148259	DND1	chr5	140050379	140053161	False	True	False	0.18195635193630075
rs11958868	159355	IK	chr5	140026643	140042065	False	False	False	0.08173142683443342
rs11958868	174064	NDUFA2	chr5	140018325	140027356	False	False	False	0.08173142683443342
rs11958868	176427	TMCO6	chr5	140019020	140024993	False	False	False	0.08173142683443342
rs11958868	188134	CD14	chr5	140011313	140013286	False	False	False	0.08173142683443342
rs11958868	229539	PCDHB1	chr5	140430959	140438931	False	False	False	0.08173142683443342
rs11958868	252735	SLC35A4	chr5	139944031	139948685	False	False	False	0.08173142683443342
rs11958868	257054	APBB3	chr5	139937853	139944366	False	True	False	0.18195635193630075
rs11958868	264158	SRA1	chr5	139916925	139937262	False	False	False	0.08173142683443342
rs11958868	272259	EIF4EBP3	chr5	139927247	139929161	False	False	False	0.08173142683443342
rs11958868	272771	PCDHB2	chr5	140474191	140478287	False	False	False	0.08173142683443342
rs11958868	278637	PCDHB3	chr5	140480057	140483411	False	False	False	0.08173142683443342
rs11958868	281979	ANKHD1	chr5	139781399	139919441	True	False	False	0.19588246972726464
rs11958868	299980	PCDHB4	chr5	140501400	140505205	False	False	False	0.08173142683443342
rs11958868	313368	PCDHB5	chr5	140514788	140518197	False	False	False	0.08173142683443342
rs11958868	328218	PCDHB6	chr5	140529638	140532868	False	False	False	0.08173142683443342
rs11958868	350805	PCDHB7	chr5	140552225	140555964	False	False	False	0.08173142683443342
rs11958868	355951	PCDHB8	chr5	140557371	140560120	False	False	False	0.08173142683443342
rs11958868	360542	PCDHB16	chr5	140561962	140565801	False	False	False	0.08173142683443342
rs11958868	365281	PCDHB9	chr5	140566701	140571114	False	True	False	0.18195635193630075
rs11958868	370506	PCDHB10	chr5	140571926	140575220	False	False	False	0.08173142683443342
rs11958868	377763	PCDHB11	chr5	140579183	140583352	False	False	False	0.08173142683443342
rs11958868	386849	PCDHB12	chr5	140588269	140592143	False	False	False	0.08173142683443342
rs11958868	392071	PCDHB13	chr5	140593491	140598551	False	False	False	0.08173142683443342
rs11958868	401495	PCDHB14	chr5	140602915	140607331	False	False	False	0.08173142683443342
rs11958868	423543	PCDHB15	chr5	140624963	140628933	False	False	False	0.08173142683443342
rs11958868	438032	TAF7	chr5	140639452	140700351	False	False	False	0.08173142683443342
rs11958868	446694	SLC4A9	chr5	139739779	139754726	False	False	False	0.08173142683443342
rs11958868	475232	HBEGF	chr5	139712428	139726188	False	False	False	0.08173142683443342
rs11958868	480782	SLC25A2	chr5	140682202	140683616	False	False	False	0.08173142683443342
rs78489830	174643	NMUR2	chr5	151771107	151812929	False	True	False	0.18195635193630075
rs72799202	380176	NMUR2	chr5	151771107	151812929	False	True	False	0.18195635193630075
rs72802868	422286	NMUR2	chr5	151771107	151812929	False	True	False	0.18195635193630075
rs2615163	283353	GRIA1	chr5	152869175	153193429	True	True	True	0.6950055835358149
rs1462120	280496	GRIA1	chr5	152869175	153193429	True	True	True	0.6950055835358149
rs159972	136769	GRIA1	chr5	152869175	153193429	True	True	True	0.6950055835358149
rs864626	0	MFAP3	chr5	153418519	153600038	False	False	False	0.08173142683443342
rs864626	64027	FAM114A2	chr5	153369708	153418496	False	False	False	0.08173142683443342
rs864626	87767	GALNT10	chr5	153570290	153800544	False	False	False	0.08173142683443342
rs864626	289094	GRIA1	chr5	152869175	153193429	True	True	True	0.6950055835358149
rs864626	343034	SAP30L	chr5	153825557	153840613	False	False	False	0.08173142683443342
rs864626	372009	HAND1	chr5	153854532	153857787	False	False	False	0.08173142683443342
rs815633	0	MFAP3	chr5	153418519	153600038	False	False	False	0.08173142683443342
rs815633	64287	FAM114A2	chr5	153369708	153418496	False	False	False	0.08173142683443342
rs815633	87507	GALNT10	chr5	153570290	153800544	False	False	False	0.08173142683443342
rs815633	289354	GRIA1	chr5	152869175	153193429	True	True	True	0.6950055835358149
rs815633	342774	SAP30L	chr5	153825557	153840613	False	False	False	0.08173142683443342
rs815633	371749	HAND1	chr5	153854532	153857787	False	False	False	0.08173142683443342
rs73802964	0	GALNT10	chr5	153570290	153800544	False	False	False	0.08173142683443342
rs73802964	22783	MFAP3	chr5	153418519	153600038	False	False	False	0.08173142683443342
rs73802964	202736	SAP30L	chr5	153825557	153840613	False	False	False	0.08173142683443342
rs73802964	204325	FAM114A2	chr5	153369708	153418496	False	False	False	0.08173142683443342
rs73802964	231711	HAND1	chr5	153854532	153857787	False	False	False	0.08173142683443342
rs73802964	429392	GRIA1	chr5	152869175	153193429	True	True	True	0.6950055835358149
rs73802964	439725	LARP1	chr5	154062546	154197165	True	False	False	0.19588246972726464
rs74746650	0	GALNT10	chr5	153570290	153800544	False	False	False	0.08173142683443342
rs74746650	44558	MFAP3	chr5	153418519	153600038	False	False	False	0.08173142683443342
rs74746650	180961	SAP30L	chr5	153825557	153840613	False	False	False	0.08173142683443342
rs74746650	209936	HAND1	chr5	153854532	153857787	False	False	False	0.08173142683443342
rs74746650	226100	FAM114A2	chr5	153369708	153418496	False	False	False	0.08173142683443342
rs74746650	417950	LARP1	chr5	154062546	154197165	True	False	False	0.19588246972726464
rs74746650	451167	GRIA1	chr5	152869175	153193429	True	True	True	0.6950055835358149
rs73805839	0	GALNT10	chr5	153570290	153800544	False	False	False	0.08173142683443342
rs73805839	52689	MFAP3	chr5	153418519	153600038	False	False	False	0.08173142683443342
rs73805839	172830	SAP30L	chr5	153825557	153840613	False	False	False	0.08173142683443342
rs73805839	201805	HAND1	chr5	153854532	153857787	False	False	False	0.08173142683443342
rs73805839	234231	FAM114A2	chr5	153369708	153418496	False	False	False	0.08173142683443342
rs73805839	409819	LARP1	chr5	154062546	154197165	True	False	False	0.19588246972726464
rs73805839	459298	GRIA1	chr5	152869175	153193429	True	True	True	0.6950055835358149
rs73281459	0	GALNT10	chr5	153570290	153800544	False	False	False	0.08173142683443342
rs73281459	52892	MFAP3	chr5	153418519	153600038	False	False	False	0.08173142683443342
rs73281459	172627	SAP30L	chr5	153825557	153840613	False	False	False	0.08173142683443342
rs73281459	201602	HAND1	chr5	153854532	153857787	False	False	False	0.08173142683443342
rs73281459	234434	FAM114A2	chr5	153369708	153418496	False	False	False	0.08173142683443342
rs73281459	409616	LARP1	chr5	154062546	154197165	True	False	False	0.19588246972726464
rs73281459	459501	GRIA1	chr5	152869175	153193429	True	True	True	0.6950055835358149
rs4351236	0	EYS	chr6	64429876	66417119	False	False	False	0.0803230212613537
rs4351236	445942	PHF3	chr6	64345707	64489229	True	False	True	0.4979052889396101
rs1922956	0	EYS	chr6	64429876	66417119	False	False	False	0.0803230212613537
rs4645400	0	EYS	chr6	64429876	66417119	False	False	False	0.0803230212613537
rs1922957	0	EYS	chr6	64429876	66417119	False	False	False	0.0803230212613537
rs973265	0	EYS	chr6	64429876	66417119	False	False	False	0.0803230212613537
rs596677	0	EYS	chr6	64429876	66417119	False	False	False	0.0803230212613537
rs596767	0	EYS	chr6	64429876	66417119	False	False	False	0.0803230212613537
rs606191	0	EYS	chr6	64429876	66417119	False	False	False	0.0803230212613537
rs593628	0	EYS	chr6	64429876	66417119	False	False	False	0.0803230212613537
rs55727434	0	ADGRB3	chr6	69345174	70100463	True	True	False	0.3824274425420211
rs16900553	0	ADGRB3	chr6	69345174	70100463	True	True	False	0.3824274425420211
rs10485252	0	ADGRB3	chr6	69345174	70100463	True	True	False	0.3824274425420211
rs10485252	388288	LMBRD1	chr6	70382649	70577128	False	False	False	0.0803230212613537
rs1321973	0	ADGRB3	chr6	69345174	70100463	True	True	False	0.3824274425420211
rs1321973	343162	LMBRD1	chr6	70382649	70577128	False	False	False	0.0803230212613537
rs17748715	0	ADGRB3	chr6	69345174	70100463	True	True	False	0.3824274425420211
rs17748715	340604	LMBRD1	chr6	70382649	70577128	False	False	False	0.0803230212613537
rs2022265	0	SNAP91	chr6	84262599	84419410	True	True	False	0.3824274425420211
rs2022265	57848	PRSS35	chr6	84222253	84235423	False	False	False	0.0803230212613537
rs2022265	152501	ME1	chr6	83920121	84140770	False	False	False	0.0803230212613537
rs2022265	269808	RIPPLY2	chr6	84563079	84567234	False	True	False	0.17058014969896268
rs2022265	276104	CYB5R4	chr6	84569375	84677142	False	False	False	0.0803230212613537
rs2022265	384617	RWDD2A	chr6	83903076	83908654	False	False	False	0.0803230212613537
rs2022265	389616	PGM3	chr6	83870869	83903655	False	False	False	0.0803230212613537
rs2022265	412202	DOP1A	chr6	83777385	83881069	True	False	False	0.20821764607740423
rs2022265	450220	MRAP2	chr6	84743491	84800600	False	True	False	0.17058014969896268
rs72940674	0	FOXO3	chr6	108881038	109005977	False	False	False	0.0803230212613537
